controller,unified,endpoint,route,verb,requestLegacy,requestUnified,responseLegacy,responseUnified,authorization,metadata,legacyService,unifiedService,statusCodes,classification,compatibility,note
ProjectExtensionsController,UnifiedProjectExtensionsController,Update,api/projectextensions/{id:int},PUT,Int32 id default= ;UpdateProjectExtensionRequestDTO body default= ;CancellationToken ct default= ,Int32 id default= ;UpdateProjectExtensionRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectExtensionListResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectExtensionListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProjectExtensionService.UpdateAsync,IUnifiedProjectExtensionService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionsController,UnifiedProjectExtensionsController,Delete,api/projectextensions/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProjectExtensionService.DeleteAsync,IUnifiedProjectExtensionService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionTypesController,UnifiedProjectExtensionTypesController,List,api/projectextensiontypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionTypesController,UnifiedProjectExtensionTypesController,GetById,api/projectextensiontypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionTypesController,UnifiedProjectExtensionTypesController,Create,api/projectextensiontypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionTypesController,UnifiedProjectExtensionTypesController,Update,api/projectextensiontypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionTypesController,UnifiedProjectExtensionTypesController,Delete,api/projectextensiontypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectMatrixController,UnifiedProjectMatrixController,UploadAsync,api/matrix/projects/upload,POST,IFormFile file default= ;CancellationToken ct default= ,IFormFile file default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectMatrixUploadSummaryDTO>>>,Task<ActionResult<ServiceResult<ProjectMatrixUploadSummaryDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=upload,Order=0,Name=",IProjectMatrixService.UploadAsync,IUnifiedProjectMatrixService.UploadAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,INTENTIONAL_CHANGE,Import failure now returns failed ServiceResult/status/error metadata instead of success containing Errors. Existing error contract handles it.
ProjectMatrixController,UnifiedProjectMatrixController,GetFlatReport,api/matrix/projects/flat,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectFlatReportDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectFlatReportDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=flat,Order=0,Name=",IProjectFlatReportService.GetFlatReportAsync,IUnifiedProjectFlatReportService.GetFlatReportAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,INTENTIONAL_CHANGE,Report FacultyId and faculty name now come from local synchronized catalog.
ProjectObjectivesController,UnifiedProjectObjectivesController,GetByProject,api/projectobjectives/by-project/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectObjectiveListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectObjectiveListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-project/{projectId:int},Order=0,Name=",IProjectObjectiveService.ListByProjectAsync,IUnifiedProjectObjectiveService.ListByProjectAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectObjectivesController,UnifiedProjectObjectivesController,GetByProjectWithActivities,api/projectobjectives/by-project/{projectId:int}/with-activities,GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectObjectiveWithActivitiesDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectObjectiveWithActivitiesDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-project/{projectId:int}/with-activities,Order=0,Name=",IProjectObjectiveService.GetByProjectWithActivitiesAsync;IProjectObjectiveService.ListByProjectWithActivitiesAsync,IUnifiedProjectObjectiveService.GetByProjectWithActivitiesAsync;IUnifiedProjectObjectiveService.ListByProjectWithActivitiesAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectObjectivesController,UnifiedProjectObjectivesController,GetByProjectWithActivitiesByVisit,api/projectobjectives/by-visit/{projectId:int}/{visitId:int}/with-activities,GET,Int32 projectId default= ;Int32 visitId default= ;CancellationToken ct default= ,Int32 projectId default= ;Int32 visitId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectObjectiveWithActivitiesDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectObjectiveWithActivitiesDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-visit/{projectId:int}/{visitId:int}/with-activities,Order=0,Name=",IProjectObjectiveService.ListByProjectWithActivitiesAsync,IUnifiedProjectObjectiveService.ListByProjectWithActivitiesAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectObjectivesController,UnifiedProjectObjectivesController,GetById,api/projectobjectives/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectObjectiveDetailDTO>>>,Task<ActionResult<ServiceResult<ProjectObjectiveDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProjectObjectiveService.GetByIdAsync,IUnifiedProjectObjectiveService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectObjectivesController,UnifiedProjectObjectivesController,Create,api/projectobjectives,POST,AddProjectObjectiveRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddProjectObjectiveRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectObjectiveDetailDTO>>>,Task<ActionResult<ServiceResult<ProjectObjectiveDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProjectObjectiveService.CreateAsync,IUnifiedProjectObjectiveService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectObjectivesController,UnifiedProjectObjectivesController,Update,api/projectobjectives/{id:int},PUT,Int32 id default= ;UpdateProjectObjectiveRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateProjectObjectiveRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectObjectiveDetailDTO>>>,Task<ActionResult<ServiceResult<ProjectObjectiveDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProjectObjectiveService.UpdateAsync,IUnifiedProjectObjectiveService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectObjectivesController,UnifiedProjectObjectivesController,Delete,api/projectobjectives/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProjectObjectiveService.DeleteAsync,IUnifiedProjectObjectiveService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectOriginTypesController,UnifiedProjectOriginTypesController,List,api/projectorigintypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectOriginTypesController,UnifiedProjectOriginTypesController,GetById,api/projectorigintypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectOriginTypesController,UnifiedProjectOriginTypesController,Create,api/projectorigintypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectOriginTypesController,UnifiedProjectOriginTypesController,Update,api/projectorigintypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectOriginTypesController,UnifiedProjectOriginTypesController,Delete,api/projectorigintypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectResearchCategoryController,UnifiedProjectResearchCategoryController,GetByProject,api/projectresearchcategory/project/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ProjectResearchCategoryListItemDTO>>>>,Task<ActionResult<ServiceResult<List<ProjectResearchCategoryListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=project/{projectId:int},Order=0,Name=",IProjectResearchCategoryService.ListAsync,IUnifiedProjectResearchCategoryService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectResearchCategoryController,UnifiedProjectResearchCategoryController,GetById,api/projectresearchcategory/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectResearchCategoryDetailDTO>>>,Task<ActionResult<ServiceResult<ProjectResearchCategoryDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProjectResearchCategoryService.GetByIdAsync,IUnifiedProjectResearchCategoryService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectResearchCategoryController,UnifiedProjectResearchCategoryController,Create,api/projectresearchcategory,POST,AddProjectResearchCategoryRequestDTO body default= ;CancellationToken ct default= ,AddProjectResearchCategoryRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectResearchCategoryDetailDTO>>>,Task<ActionResult<ServiceResult<ProjectResearchCategoryDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProjectResearchCategoryService.CreateAsync,IUnifiedProjectResearchCategoryService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectResearchCategoryController,UnifiedProjectResearchCategoryController,Update,api/projectresearchcategory/{id:int},PUT,Int32 id default= ;UpdateProjectResearchCategoryRequestDTO body default= ;CancellationToken ct default= ,Int32 id default= ;UpdateProjectResearchCategoryRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectResearchCategoryDetailDTO>>>,Task<ActionResult<ServiceResult<ProjectResearchCategoryDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProjectResearchCategoryService.UpdateAsync,IUnifiedProjectResearchCategoryService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectResearchCategoryController,UnifiedProjectResearchCategoryController,Delete,api/projectresearchcategory/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProjectResearchCategoryService.DeleteAsync,IUnifiedProjectResearchCategoryService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectsController,UnifiedProjectsController,GetAll,api/projects,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ProjectListResponseDTO>>>>,Task<ActionResult<ServiceResult<List<ProjectListResponseDTO>>>>,"roles=,policy=,schemes=;roles=coordinador,technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=coordinador,technical,admin,superadmin,AuthenticationSchemes=;HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IProjectService.GetAllAsync,IUnifiedProjectService.GetAllAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,INTENTIONAL_CHANGE,"PrincipalCoordinatorFacultyId is local, paired with local bootstrap faculty IDs. HTTP request FacultyId remains external through internal adapter for Create."
ProjectsController,UnifiedProjectsController,GetById,api/projects/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectListResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectListResponseDTO>>>,"roles=,policy=,schemes=;roles=coordinador,technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=coordinador,technical,admin,superadmin,AuthenticationSchemes=;HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProjectService.GetByIdAsync,IUnifiedProjectService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,INTENTIONAL_CHANGE,"PrincipalCoordinatorFacultyId is local, paired with local bootstrap faculty IDs. HTTP request FacultyId remains external through internal adapter for Create."
ProjectsController,UnifiedProjectsController,GetByType,api/projects/by-type/{projectTypeId:int},GET,Int32 projectTypeId default= ;CancellationToken ct default= ,Int32 projectTypeId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ProjectListResponseDTO>>>>,Task<ActionResult<ServiceResult<List<ProjectListResponseDTO>>>>,"roles=,policy=,schemes=;roles=coordinador,technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=coordinador,technical,admin,superadmin,AuthenticationSchemes=;HttpGetAttribute:HttpMethods=GET,Template=by-type/{projectTypeId:int},Order=0,Name=",IProjectService.GetByTypeAsync,IUnifiedProjectService.GetByTypeAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,INTENTIONAL_CHANGE,"PrincipalCoordinatorFacultyId is local, paired with local bootstrap faculty IDs. HTTP request FacultyId remains external through internal adapter for Create."
ProjectsController,UnifiedProjectsController,GetProjectDetail,api/projects/detail/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectDetailResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectDetailResponseDTO>>>,"roles=,policy=,schemes=;roles=coordinador,technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=coordinador,technical,admin,superadmin,AuthenticationSchemes=;HttpGetAttribute:HttpMethods=GET,Template=detail/{projectId:int},Order=0,Name=",IProjectService.GetProjectDetailAsync,IUnifiedProjectService.GetProjectDetailAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectsController,UnifiedProjectsController,Create,api/projects,POST,AddProjectRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddProjectRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectListResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectListResponseDTO>>>,"roles=,policy=,schemes=;roles=technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=technical,admin,superadmin,AuthenticationSchemes=;HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProjectService.CreateAsync,IUnifiedProjectService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,INTENTIONAL_CHANGE,"PrincipalCoordinatorFacultyId is local, paired with local bootstrap faculty IDs. HTTP request FacultyId remains external through internal adapter for Create."
ProjectsController,UnifiedProjectsController,CreateFull,api/projects/full,POST,AddProjectFullRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddProjectFullRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectDetailResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectDetailResponseDTO>>>,"roles=,policy=,schemes=;roles=technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=technical,admin,superadmin,AuthenticationSchemes=;HttpPostAttribute:HttpMethods=POST,Template=full,Order=0,Name=",IProjectService.CreateFullAsync,IUnifiedProjectService.CreateFullAsync,200;400;401;403;404;409;500 (ServiceResult),IDENTITY_BOUNDARY,INTENTIONAL_CHANGE,Unified Identity boundary may return explicit mapping/role/pending-change failures using unchanged ServiceResult error contract.
ProjectsController,UnifiedProjectsController,Update,api/projects/{id:int},PUT,Int32 id default= ;UpdateProjectRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateProjectRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;roles=technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=technical,admin,superadmin,AuthenticationSchemes=;HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProjectService.UpdateAsync,IUnifiedProjectService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectsController,UnifiedProjectsController,Delete,api/projects/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;roles=technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=technical,admin,superadmin,AuthenticationSchemes=;HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProjectService.DeleteAsync,IUnifiedProjectService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectsController,UnifiedProjectsController,UpdateResearchCategories,api/projects/{projectId:int}/research-categories,PUT,Int32 projectId default= ;UpdateProjectResearchCategoriesRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 projectId default= ;UpdateProjectResearchCategoriesRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;roles=technical,admin,superadmin,policy=,schemes=","AuthorizeAttribute:Policy=,Roles=technical,admin,superadmin,AuthenticationSchemes=;HttpPutAttribute:HttpMethods=PUT,Template={projectId:int}/research-categories,Order=0,Name=",IProjectService.UpdateResearchCategoriesAsync,IUnifiedProjectService.UpdateResearchCategoriesAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectsFiltersController,UnifiedProjectsFiltersController,Bootstrap,api/projects/filters/bootstrap,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectsFilterBootstrapDTO>>>,Task<ActionResult<ServiceResult<ProjectsFilterBootstrapDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=bootstrap,Order=0,Name=",IProjectsFiltersService.GetBootstrapAsync,IUnifiedProjectsFiltersService.GetBootstrapAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,INTENTIONAL_CHANGE,Bootstrap faculty IDs are local; paired with Project list IDs. Shared DTO unchanged.
ProjectStatesController,UnifiedProjectStatesController,List,api/projectstates,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
